Name,Park,Type,Design,Status,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Rank
Mindbender,Galaxyland Amusement Park,Steel,Sit Down,Removed,Edmonton,Alberta,Canada,Schwarzkopf,4198,145.0,60.0,3.0,"['Booster Wheel Lift Hill', 'Loop', 'Loop', 'Loop']",127.0,No
Mind Eraser,Six Flags America,Steel,Inverted,SBNO,Upper Marlboro,Maryland,United States,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Mind Eraser,Elitch Gardens,Steel,Inverted,Operating,Denver,Colorado,United States,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Mind Eraser,Six Flags Darien Lake,Steel,Inverted,Operating,Darien Center,New York,United States,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Mine 1771,Dreamwood,Steel,Sit Down,Operating,Yalta,Crimea,Ukraine,ART Engineering GmbH,656,29.5,27.3,0.0,['Booster Wheel Lift Hill'],,No
Mine Blower,Fun Spot America,Wood,Sit Down,Operating,Kissimmee,Florida,United States,Gravitykraft Corporation,2290,83.0,48.5,1.0,"['Chain Lift Hill', 'Corkscrew', 'Over-Banked Curve']",80.5,No
Mine Car,Jiufeng Park,Steel,Sit Down,Operating,Taizhou,Zhejiang,China,Qin Long,918,36.1,27.5,0.0,['Chain Lift Hill'],,No
Mine Coaster,Happy Valley,Steel,Sit Down,Removed,Shenzhen,Guangdong,China,Vekoma,2575,45.9,30.1,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Mine Express,Discovery World,Steel,Sit Down,Operating,Houli Hsiang,Taichung,Taiwan,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Mine Expressen,Fårup Sommerland,Steel,Sit Down,Operating,Blokhus,Nordjylland,Denmark,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Mineshaft Coaster,Alpine Slide at Magic Mountain,Steel,Sit Down,Operating,Big Bear Lake,California,United States,Wiegand,5280,24.0,27.0,0.0,['Cable Lift Hill'],,No
Mine Train,Slagharen Themepark & Resort,Steel,Sit Down,Operating,Slagharen,Overijssel,Netherlands,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Mine Train,Foreigner Street,Steel,Sit Down,Relocated,Nan'an,Chongqing,China,Beijing Chen Jinying Amusement Equipment,0,32.1,25.5,0.0,['Chain Lift Hill'],,No
Mine Train Coaster,Happy Valley,Steel,Sit Down,Operating,Songjiang,Shanghai,China,Intamin Amusement Rides,0,60.0,40.4,0.0,['Booster Wheel Lift Hill'],,No
Mine Train Coaster,Dragon Park,Steel,Sit Down,Operating,Hạ Long,Quảng Ninh,Vietnam,Vekoma,1099,42.6,27.7,0.0,['Booster Wheel Lift Hill'],,No
Minetrain Coaster,Central Fantasy Town,Steel,Sit Down,Operating,Yichun,Jiangxi,China,Beijing Shibaolai Amusement Equipment,2673,65.6,33.2,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Mine Train Ulven,Bakken,Steel,Sit Down,Operating,Klampenborg,Hovedstaden,Denmark,Intamin Amusement Rides,0,60.7,40.4,0.0,['Tunnel'],,No
Mini Coaster,Attrapark,Steel,Sit Down,Relocated,Moscow City,Moscow City,Russia,L&T Systems,196,11.8,14.1,0.0,['Booster Wheel Lift Hill'],,No
Mini Coaster,Happy Valley,Steel,Sit Down,Operating,Dongli,Tianjin,China,Zamperla,574,29.5,18.6,0.0,['Chain Lift Hill'],,No
Mini Coaster,Anapa Park Jungle,Steel,Sit Down,Operating,Anapa,Krasnodar,Russia,L&T Systems,196,11.8,14.1,0.0,['Booster Wheel Lift Hill'],,No
Mini Cyclone,Toshimaen,Steel,Sit Down,Removed,Nerima,Tokyo,Japan,"Hoei Sangyo Co., Ltd.",587,26.3,20.5,0.0,,,No
Mini Mine Train,Pleasure Island Family Theme Park,Steel,Sit Down,Relocated,Lincolnshire,England,United Kingdom,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Mirage Rosso,Zoosafari Fasanolandia,Steel,Inverted,Operating,Fasano,Apulia,Italy,Fabbri,1181,55.4,29.1,0.0,['Chain Lift Hill'],,No
Miralooping,Mirapolis,Steel,Sit Down,Relocated,Courdimanche,Île-de-France,France,Vekoma,2460,98.4,40.4,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",,No
Missile,American Adventure Theme Park,Steel,Sit Down,Relocated,Derbyshire,England,United Kingdom,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Monkey Mayhem,West Midland Safari Park,Steel,Sit Down,Operating,Worcestershire,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Monster,Walygator Grand Est,Steel,Inverted,Operating,Maizières-les-Metz,Grand Est,France,Bolliger & Mabillard,3937,131.2,55.9,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Helix', 'Corkscrew', 'Corkscrew', 'Helix']",,No
Monster,Adventureland,Steel,Sit Down,Operating,Altoona,Iowa,United States,Gerstlauer Amusement Rides GmbH,2500,133.0,65.0,5.0,"['Vertical Chain Lift Hill', 'Dive Loop', 'Finnish Loop', 'Dive Loop', 'Immelmann', 'Corkscrew']",,No
Monster,Gröna Lund,Steel,Inverted,Operating,Stockholm,Stockholm,Sweden,Bolliger & Mabillard,2296,111.5,55.9,3.0,"['Chain Lift Hill', 'Zero-G Roll', 'Jr. Immelmann', 'Corkscrew', 'Zero-G Roll']",,No
Monstre,La Ronde,Wood,Sit Down,Operating,Montréal,Québec,Canada,,3996,130.9,59.7,0.0,['Chain Lift Hill'],,No
Montaña Ratón,Granja Villa,Steel,Sit Down,Operating,Lima,Lima Province,Peru,L&T Systems,196,11.8,14.1,0.0,,,No
Montaña Rusa,Aztlán Parque Urbano,Wood,Sit Down,Removed,Mexico City,Mexico City,Mexico,National Amusement Device Company,4000,110.0,52.8,0.0,,80.0,No
Montaña Rusa,Bosque Mágico,Steel,Sit Down,Removed,Guadalupe,Nuevo León,Mexico,Schwarzkopf,1837,50.0,40.0,0.0,['Chain Lift Hill'],,No
Montaña Rusa,Parque del Café,Steel,Sit Down,Operating,Montenegro,Quindio,Colombia,Schwarzkopf,2583,56.8,41.2,0.0,['Electric Spiral Lift'],,No
Montaña Rusa Infantil,Parque de la Ciudad,Steel,Sit Down,Removed,Buenos Aires,Buenos Aires,Argentina,Intamin Amusement Rides,623,9.8,18.6,0.0,,,No
Montanha da Leba,Ulengo Center Glakeni,Steel,Sit Down,Operating,Luanda,Luanda,Angola,Beijing Shibaolai Amusement Equipment,0,78.7,46.6,3.0,"['Loop', 'Double Corkscrew']",,No
Montanha Espacial,Tivoli Park,Steel,Sit Down,Relocated,Rio De Janeiro,Rio De Janeiro,Brazil,Vekoma,1148,64.0,37.3,2.0,"['Chain Lift Hill', 'Corkscrew', 'Corkscrew']",,No
Montanha Espacial,Luna Park,Steel,Sit Down,Relocated,Nova Iguaçu,Rio De Janeiro,Brazil,Vekoma,1148,64.0,37.3,2.0,"['Chain Lift Hill', 'Corkscrew', 'Corkscrew']",,No
Montanha Russa,Aquashow Family Park,Steel,Sit Down,Operating,Quarteira,Faro,Portugal,Mack Rides GmbH & Co KG,2427,77.1,43.5,0.0,"['Chain Lift Hill', 'Splash Down', 'Chain Lift Hill', 'Splash Down']",,No
Montanha Russa do Astronauta,Parque da Mônica,Steel,Sit Down,Operating,São Paulo,São Paulo,Brazil,Intamin Amusement Rides,1049,31.2,24.9,0.0,['Booster Wheel Lift Hill'],,No
Monte Makaya,Terra Encantada,Steel,Sit Down,Relocated,Rio De Janeiro,Rio De Janeiro,Brazil,Intamin Amusement Rides,2624,121.4,49.7,8.0,"['Loop', 'Cobra Roll', 'Double Corkscrew', 'Triple Heartline Roll']",,No
Montezooma's Revenge,Knott's Berry Farm,Steel,Sit Down,SBNO,Buena Park,California,United States,Schwarzkopf,800,148.0,55.0,1.0,"['Flywheel Launch', 'Loop']",,No
Montu,Busch Gardens Tampa,Steel,Inverted,Operating,Tampa,Florida,United States,Bolliger & Mabillard,3983,150.0,60.0,7.0,"['Chain Lift Hill', 'Loop', 'Immelmann', 'Zero-G Roll', 'Batwing', 'Block Brake', 'Loop', 'Corkscrew']",128.0,Yes
Moonsault Scramble,Fuji-Q Highland,Steel,Sit Down,Removed,Fujiyoshida,Yamanashi,Japan,Meisho Amusement Machines,1509,229.7,55.9,2.0,"['Catch Car Lift Hill', 'Pretzel Knot']",,No
Moto Bala,Mundo Petapa,Steel,Sit Down,Operating,Guatemala City,Guatemala,Guatemala,Zamperla,1194,42.7,37.3,0.0,['Flywheel Launch'],,No
Motocoaster,Dreamworld,Steel,Sit Down,Operating,Coomera,Queensland,Australia,Intamin Amusement Rides,1984,23.0,44.7,0.0,['Tire Propelled Launch'],,No
Moto Coaster,Six Flags Darien Lake,Steel,Sit Down,Operating,Darien Center,New York,United States,Zamperla,1194,42.7,37.3,0.0,['Flywheel Launch'],,No
Moto Coaster,Jin Jiang Action Park,Steel,Sit Down,Operating,Minhang,Shanghai,China,Zamperla,1194,42.7,37.3,0.0,['Flywheel Launch'],,No
MotoGee,Särkänniemi Amusement Park,Steel,Sit Down,Operating,Tampere,Pirkanmaa,Finland,Zamperla,1194,42.7,37.3,0.0,['Flywheel Launch'],,No
Motorbike Roller Coaster,Happy World,Steel,Sit Down,Removed,Nanjing,Jiangsu,China,Vekoma,1961,47.1,44.7,0.0,['Hydraulic Launch'],,No
Motorbike Roller Coaster,Panda Paradise,Steel,Sit Down,Operating,Nanchong,Sichuan,China,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd.",2231,45.9,49.7,0.0,,,No
Mountain Express,Six Flags Magic Mountain,Steel,Sit Down,Relocated,Valencia,California,United States,Schwarzkopf,1837,50.0,40.0,0.0,['Chain Lift Hill'],,No
Mount Rocky Coaster,Tobu Zoo Park,Steel,Sit Down,Removed,Saitama,Saitama,Japan,,2848,114.5,46.0,0.0,['Chain Lift Hill'],,No
Mouse Trap,Pleasurewood Hills,Steel,Sit Down,Relocated,Suffolk,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,,,No
Mr. Freeze,Six Flags Over Texas,Steel,Sit Down,Operating,Arlington,Texas,United States,Premier Rides,1300,218.0,70.0,1.0,"['LIM Launch', 'Top Hat - Inside', 'Vertical Rollback', 'LIM Boost']",,No
Mr. Freeze Reverse Blast,Six Flags St. Louis,Steel,Sit Down,Operating,Eureka,Missouri,United States,Premier Rides,1300,218.0,70.0,1.0,"['LIM Launch', 'Top Hat - Inside', 'Vertical Rollback', 'LIM Boost']",,No
Mr. Twister,Elitch Gardens,Wood,Sit Down,Removed,Denver,Colorado,United States,"Philadelphia Toboggan Coasters, Inc.",3020,96.3,50.0,0.0,"['Chain Lift Hill', 'Tunnel']",80.0,No
Münchner Bahn,Speelland Beekse Bergen,Steel,Sit Down,Relocated,Hilvarenbeek,North Brabant,Netherlands,Schwarzkopf,2788,78.8,53.0,0.0,,,No
Munich Autobahn,Kobe Portopialand,Steel,Bobsled,Removed,Kobe,Hyōgo,Japan,Mack Rides GmbH & Co KG,2139,85.3,43.5,0.0,['Chain Lift Hill'],,No
Muntanya Russa,Tibidabo,Steel,Sit Down,Operating,Barcelona,Catalonia,Spain,Vekoma,2339,82.0,49.7,0.0,['Chain Lift Hill'],101.7,No
Muskrat Scrambler,Six Flags New Orleans,Steel,Sit Down,SBNO,New Orleans,Louisiana,United States,L&T Systems,1183,47.6,25.0,0.0,['Chain Lift Hill'],,No
Mystery Mine,Dollywood,Steel,Sit Down,Operating,Pigeon Forge,Tennessee,United States,Gerstlauer Amusement Rides GmbH,1804,85.3,43.5,2.0,"['Vertical Chain Lift Hill', 'Block Brake', 'Vertical Chain Lift Hill', 'Heartline Roll', 'Dive Loop']",,No
Mystic,Walibi Rhône-Alpes,Steel,Sit Down,Operating,Les Avenières,Auvergne-Rhône-Alpes,France,Gerstlauer Amusement Rides GmbH,1886,101.7,52.8,3.0,"['Vertical Chain Lift Hill', 'Top Hat - Outside', 'Zero-G Roll', 'Dive Loop', 'Switch Track', 'Twisted In-Line Rollback']",,No
Mystic Timbers,Kings Island,Wood,Sit Down,Operating,Mason,Ohio,United States,Great Coasters International,3265,109.2,53.0,0.0,"['Chain Lift Hill', 'Tunnel']",,Yes
Naga Bay,Bobbejaanland,Steel,Sit Down,Operating,Antwerp,Flemish Region,Belgium,Maurer Rides GmbH,1410,55.8,34.2,0.0,['Chain Lift Hill'],,No
Namazu,Vulcania,Steel,Sit Down,Operating,Saint-Ours,Auvergne-Rhône-Alpes,France,Intamin Amusement Rides,1916,52.5,42.9,0.0,"['Vertical Drop Track', 'Tire Propelled Launch (rolling)', 'Tire Propelled Boost']",,No
Navel Coaster,Shibukawa Skylandpark,Steel,Sit Down,Operating,Shibukawa,Gunma,Japan,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
NDH Flying Lion Coaster,Nandaihe International Amusement Center,Steel,Inverted,Operating,Qinhuangdao,Hebei,China,Beijing Shibaolai Amusement Equipment,2624,108.3,49.7,4.0,"['Loop', 'Sidewinder', 'Double In-Line Twist']",95.2,No
Nefeskesen,Vialand,Steel,Sit Down,Operating,Istanbul,Istanbul,Turkey,Intamin Amusement Rides,0,164.1,68.3,2.0,"['LSM Launch (rolling)', 'Top Hat - Outside', 'Immelmann', 'Over-Banked Curve', 'In-Line Twist']",,No
Nemesis Inferno,Thorpe Park,Steel,Inverted,Operating,Surrey,England,United Kingdom,Bolliger & Mabillard,2460,95.2,47.8,4.0,"['Tunnel', 'Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Interlocking Corkscrews']",,No
Nemesis Reborn,Alton Towers,Steel,Inverted,SBNO,Staffordshire,England,United Kingdom,Bolliger & Mabillard,2349,42.6,50.0,4.0,"['Chain Lift Hill', 'Corkscrew', 'Zero-G Roll', 'Loop', 'Corkscrew']",104.0,No
Nessie,Hansa-Park,Steel,Sit Down,Operating,Sierksdorf,Schleswig-Holstein,Germany,Schwarzkopf,2431,85.3,49.1,1.0,['Loop'],,No
New Mexico Rattler,Cliff's Amusement Park,Wood,Sit Down,Operating,Albuquerque,New Mexico,United States,"Custom Coasters International, Inc.",2750,80.0,47.0,0.0,"['Chain Lift Hill', 'Tunnel']",75.0,No
New Revolution,Six Flags Magic Mountain,Steel,Sit Down,Operating,Valencia,California,United States,Schwarzkopf,3457,113.0,55.0,1.0,"['Chain Lift Hill', 'Loop', 'Tunnel']",,No
New Roller Coaster,New MetroLand,Steel,Sit Down,Relocated,Tyne and Wear,England,United Kingdom,Zierer,1194,48.3,26.8,0.0,"['Booster Wheel Lift Hill', 'Booster Wheel Lift Hill']",,No
New Texas Giant,Six Flags Over Texas,Steel,Sit Down,Operating,Arlington,Texas,United States,Rocky Mountain Construction,4200,153.0,65.0,0.0,"['Chain Lift Hill', 'Over-Banked Curve']",147.0,Yes
Nickelodeon Slime Streak,Nickelodeon Universe Theme Park,Steel,Sit Down,Operating,East Rutherford,New Jersey,United States,Chance Rides,1263,70.0,37.0,0.0,,,No
Nickelodeon Streak,Blackpool Pleasure Beach,Wood,Sit Down,Operating,Lancashire,England,United Kingdom,,2293,61.0,35.0,0.0,,,No
Nighthawk,Carowinds,Steel,Flying,Operating,Charlotte,North Carolina,United States,Vekoma,2765,115.0,51.0,5.0,"['Chain Lift Hill', 'Lie To Fly', 'Horseshoe', 'Fly To Lie', 'Loop', 'Lie To Fly', 'Double Corkscrew', 'Fly To Lie']",,No
Nightmare at Crack Axle Canyon,Six Flags Great Escape,Steel,Sit Down,Removed,Queensbury,New York,United States,Schwarzkopf,1765,44.3,31.1,0.0,['Chain Lift Hill'],,No
Nightmare At Phantom Cave,Six Flags Darien Lake,Steel,Sit Down,Relocated,Darien Center,New York,United States,Schwarzkopf,1765,44.3,31.1,0.0,['Chain Lift Hill'],,No
Ninja,Six Flags St. Louis,Steel,Sit Down,Operating,Eureka,Missouri,United States,Vekoma,2427,108.3,54.7,4.0,"['Chain Lift Hill', 'Loop', 'Sidewinder', 'Double Corkscrew']",,No
Ninja,Six Flags Magic Mountain,Steel,Suspended,Operating,Valencia,California,United States,Arrow Dynamics,2700,60.0,55.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Nio,Greenland,Steel,Inverted,Operating,Arao,Kumamoto,Japan,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Nitro,Six Flags Great Adventure,Steel,Sit Down,Operating,Jackson,New Jersey,United States,Bolliger & Mabillard,5394,230.0,80.0,0.0,"['Chain Lift Hill', 'Block Brake']",215.0,Yes
Nopuko Air Coaster,Lost Island Theme Park,Steel,Inverted,Operating,Waterloo,Iowa,United States,Vekoma,2509,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Nostalgische Achterbahn,Skyline Park,Steel,Sit Down,Removed,Bad Wörishofen,Bavaria,Germany,Schwarzkopf,1902,82.0,31.1,0.0,['Chain Lift Hill'],,No
Now You See Me: High Roller,Motiongate,Steel,Sit Down,Operating,Dubai,Dubai,United Arab Emirates,Maurer Rides GmbH,1702,55.8,43.5,0.0,"['Chain Lift Hill', 'Non Inverting Loop', 'Chain Lift Hill']",,No
Nyckelpigan,Gröna Lund,Steel,Sit Down,Operating,Stockholm,Stockholm,Sweden,Zierer,197,10.8,16.2,0.0,['Booster Wheel Lift Hill'],,No
Oachkatzl,Märchenwald im Isartal,Steel,Sit Down,Operating,Wolfratshausen,Bavaria,Germany,Gerstlauer Amusement Rides GmbH,951,34.4,28.6,0.0,['Booster Wheel Lift Hill'],,No
Oblivion,Alton Towers,Steel,Sit Down,Operating,Staffordshire,England,United Kingdom,Bolliger & Mabillard,1222,65.0,68.0,0.0,"['Chain Lift Hill', 'Tunnel']",180.0,No
Oblivion - The Black Hole,Gardaland,Steel,Sit Down,Operating,Castelnuovo del Garda,Veneto,Italy,Bolliger & Mabillard,1856,139.4,62.1,2.0,"['Chain Lift Hill', 'Tunnel', 'Immelmann', 'Helix', 'Heartline Roll']",,No
Ocean Adventure,Happy Valley,Steel,Suspended,Operating,Nanjing,Jiangsu,China,Vekoma,1486,63.3,46.6,0.0,,,No
Ocean Train Coaster,VinWonders,Steel,Sit Down,SBNO,Phú Quốc,Kiên Giang,Vietnam,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Octonauts Rollercoaster Adventure,Alton Towers,Steel,Sit Down,Operating,Staffordshire,England,United Kingdom,Zamperla,469,22.0,18.6,0.0,['Booster Wheel Lift Hill'],,No
OCT Thrust SSC1000,Happy Valley,Steel,Sit Down,Operating,Wuhan,Hubei,China,S&S Worldwide,0,196.8,83.0,0.0,['Compressed Air Launch'],221.2,No
Odin Express,Kurashiki Tivoli Park,Steel,Sit Down,Relocated,Kurashiki,Okayama,Japan,Sansei Technologies,2673,65.6,33.2,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Odyssey,Fantasy Island,Steel,Inverted,Operating,Lincolnshire,England,United Kingdom,Vekoma,2923,167.0,62.0,5.0,"['Chain Lift Hill', 'Loop', 'Cobra Roll', 'Sidewinder', 'Horseshoe', 'Corkscrew']",141.0,No
Oki Doki,Bobbejaanland,Steel,Sit Down,Operating,Antwerp,Flemish Region,Belgium,Vekoma,1430,53.5,36.0,0.0,['Booster Wheel Lift Hill'],,No
Olympia Looping,Wiener Prater,Steel,Sit Down,Relocated,Vienna,Vienna,Austria,BHS,4101,106.7,49.7,5.0,"['Booster Wheel Lift Hill', 'Loop', 'Loop', 'Loop', 'Loop', 'Loop']",,No
Olympia Looping,Wiener Prater,Steel,Sit Down,Relocated,Vienna,Vienna,Austria,BHS,4101,106.7,49.7,5.0,"['Booster Wheel Lift Hill', 'Loop', 'Loop', 'Loop', 'Loop', 'Loop']",,No
Olympia Looping,Wiener Prater,Steel,Sit Down,Relocated,Vienna,Vienna,Austria,BHS,4101,106.7,49.7,5.0,"['Booster Wheel Lift Hill', 'Loop', 'Loop', 'Loop', 'Loop', 'Loop']",,No
Olympia Looping,Wiener Prater,Steel,Sit Down,Removed,Vienna,Vienna,Austria,BHS,4101,106.7,49.7,5.0,"['Booster Wheel Lift Hill', 'Loop', 'Loop', 'Loop', 'Loop', 'Loop']",,No
Opa,Mt. Olympus Water & Theme Park,Steel,Sit Down,Removed,Wisconsin Dells,Wisconsin,United States,Zamperla,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Orca,Loro Parque,Steel,Sit Down,Operating,Tenerife,Canary Islands,Spain,Zierer,229,13.1,14.9,0.0,['Booster Wheel Lift Hill'],,No
Orient Express,Worlds of Fun,Steel,Sit Down,Removed,Kansas City,Missouri,United States,Arrow Dynamics,3470,117.0,50.0,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Batwing']",115.0,No
Orion,Kings Island,Steel,Sit Down,Operating,Mason,Ohio,United States,Bolliger & Mabillard,5321,287.0,91.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",300.0,Yes
Orkanen,Fårup Sommerland,Steel,Suspended,Operating,Blokhus,Nordjylland,Denmark,Vekoma,1486,63.3,41.6,0.0,['Booster Wheel Lift Hill'],,No
Orochi,Expoland,Steel,Inverted,Relocated,Suita,Osaka,Japan,Bolliger & Mabillard,3937,131.2,55.9,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Helix', 'Corkscrew', 'Corkscrew', 'Helix']",,No
Orphan Rocker,Scenic World,Steel,Sit Down,SBNO,Katoomba,New South Wales,Australia,,2755,82.0,28.0,0.0,,,No
Oscar's Wacky Taxi,Sesame Place,Wood,Sit Down,Operating,Langhorne,Pennsylvania,United States,Gravitykraft Corporation,1205,43.0,34.0,0.0,"['Chain Lift Hill', 'Tunnel']",39.0,No
Osmanthus Flying Rabbit,Hangzhou Children's Park,Steel,Sit Down,Operating,Hangzhou,Zhejiang,China,Qin Long,0,38.7,27.3,0.0,['Chain Lift Hill'],,No
Outer Space Flying Car,People's Park,Steel,Sit Down,Operating,Nanning,Guangxi,China,Chengdu Xindu Xin'an Playingment,0,10.2,14.0,0.0,,,No
Outlaw,Adventureland,Wood,Sit Down,Operating,Altoona,Iowa,United States,"Custom Coasters International, Inc.",2800,67.0,48.0,0.0,['Chain Lift Hill'],,No
Outlaw Mountain Coaster,Steamboat Resort,Steel,Sit Down,Removed,Steamboat Springs,Colorado,United States,Wiegand,6281,40.0,26.7,0.0,['Cable Lift Hill'],,No
Outlaw Run,Silver Dollar City,Wood,Sit Down,Operating,Branson,Missouri,United States,Rocky Mountain Construction,2937,107.0,68.0,3.0,"['Chain Lift Hill', 'Over-Banked Inversion', 'Double Heartline Roll']",162.0,Yes
Outpost Express,Wild Adventures,Steel,Sit Down,Operating,Valdosta,Georgia,United States,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Ozark Wildcat,Celebration City,Wood,Sit Down,Removed,Branson,Missouri,United States,Great Coasters International,2613,80.3,45.2,0.0,,73.3,No
OzIris,Parc Astérix,Steel,Inverted,Operating,Plailly,Hauts-de-France,France,Bolliger & Mabillard,3280,131.2,55.9,5.0,"['Chain Lift Hill', 'Dive Loop', 'Loop', 'Immelmann', 'Zero-G Roll', 'Zero-G Roll']",,No
Padrinos Voladores,Parque de Atracciones de Madrid,Steel,Suspended,Operating,Madrid,Community of Madrid,Spain,Zamperla,360,20.3,7.8,0.0,['Booster Wheel Lift Hill'],,No
Palindrome,Cotaland,Steel,Sit Down,Under Construction,Austin,Texas,United States,Gerstlauer Amusement Rides GmbH,1230,95.0,51.0,2.0,"['Vertical Chain Lift Hill', 'Zero-G Stall', 'In-Line Twist', 'Vertical Rollback', 'Turntable']",,No
Pandemonium,Six Flags Fiesta Texas,Steel,Sit Down,Operating,San Antonio,Texas,United States,Gerstlauer Amusement Rides GmbH,1351,48.0,31.0,0.0,['Chain Lift Hill'],27.0,No
Pandemonium,Six Flags St. Louis,Steel,Sit Down,Operating,Eureka,Missouri,United States,Gerstlauer Amusement Rides GmbH,1351,48.0,31.0,0.0,['Chain Lift Hill'],27.0,No
Pandemonium,Six Flags Over Texas,Steel,Sit Down,Operating,Arlington,Texas,United States,Gerstlauer Amusement Rides GmbH,1351,53.0,31.0,0.0,['Chain Lift Hill'],27.0,No
Pandemonium,Six Flags Discovery Kingdom,Steel,Sit Down,Relocated,Vallejo,California,United States,Gerstlauer Amusement Rides GmbH,1351,53.0,31.0,0.0,['Chain Lift Hill'],27.0,No
Panic Coaster - Back Daaan,Tokyo Dome City,Steel,Sit Down,Operating,Bunkyo,Tokyo,Japan,Gerstlauer Amusement Rides GmbH,767,13.5,18.6,0.0,"['Tire Propelled Launch', 'Tire Propelled Launch']",,No
Panic Drive,Nasu Highland Park,Steel,Sit Down,Operating,Nasu,Tochigi,Japan,Sansei Technologies,774,32.8,19.3,0.0,,,No
Pantheon,Busch Gardens Williamsburg,Steel,Sit Down,Operating,Williamsburg,Virginia,United States,Intamin Amusement Rides,3328,178.0,73.0,2.0,"['LSM Launch (rolling)', 'Zero-G Winder', 'LSM Boost (multi-pass)', 'Vertical Rollback', 'Top Hat - Outside', 'Outward Banked Airtime Hill', 'Zero-G Stall']",,Yes
Paradise Fall,Asia Park,Steel,Sit Down,Operating,Hải Châu,Đà Nẵng,Vietnam,Intamin Amusement Rides,1236,45.9,36.0,0.0,['Tire Propelled Launch'],,No
Parrot Coaster,Chimelong Ocean Kingdom,Steel,Wing,Operating,Zhuhai,Guangdong,China,Bolliger & Mabillard,4192,164.1,67.1,3.0,"['Chain Lift Hill', 'Dive Loop', 'Horseshoe', 'Zero-G Roll', 'Tunnel', 'In-Line Twist', 'Tunnel']",,No
Patriot,California's Great America,Steel,Sit Down,Operating,Santa Clara,California,United States,Bolliger & Mabillard,1920,91.0,45.0,2.0,"['Chain Lift Hill', 'Loop', 'Corkscrew']",,No
Patriot,Worlds of Fun,Steel,Inverted,Operating,Kansas City,Missouri,United States,Bolliger & Mabillard,3081,149.0,60.0,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Immelmann', 'Corkscrew']",123.0,No
Pégase Express,Parc Astérix,Steel,Sit Down,Operating,Plailly,Hauts-de-France,France,Gerstlauer Amusement Rides GmbH,3044,68.8,32.3,0.0,"['Tire Propelled Launch', 'Chain Lift Hill', 'Tunnel', 'Booster Wheel Lift Hill', 'Dark/Show Section', 'Tire Propelled Launch']",,No
Pegasus,Efteling,Wood,Sit Down,Removed,Kaatsheuvel,North Brabant,Netherlands,Intamin Amusement Rides,1615,49.3,34.2,0.0,['Chain Lift Hill'],39.3,No
Pegasus,Europa Park,Steel,Sit Down,Operating,Rust,Baden-Württemberg,Germany,Mack Rides GmbH & Co KG,1312,42.7,40.4,0.0,['Booster Wheel Lift Hill'],,No
Pepsi Orange Streak,Nickelodeon Universe,Steel,Sit Down,Operating,Bloomington,Minnesota,United States,Zierer,2680,60.0,30.0,0.0,"['Booster Wheel Lift Hill', 'Booster Wheel Lift Hill']",40.0,No
Peter Rabbit Coaster,Nagashima Spa Land,Steel,Sit Down,Operating,Kuwana,Mie,Japan,"Hoei Sangyo Co., Ltd.",502,14.1,15.5,0.0,,,No
