Rank,Name,Park,Location,Supplier,Year,Awarded,Type,Design,Status,Opened,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Duration,G-Force,Vertical Angle (°),Uphill Length (ft),Downhill Length (ft),Δ Elevation (ft),Airtime Points,Crossings,Bank Angle (°),Drop,Designer
2,El Toro,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2006,2010,Wood,Sit Down,Operating,6/12/2006,Jackson,New Jersey,United States,Intamin Amusement Rides,"4,400.00",181.00,70.00,0.00,"['Cable Lift Hill', 'Hill', 'Hill', 'Hill']",176.00,1:42,,76,,,,,,,,
3,Phoenix,Knoebels Amusement Resort,"Elysburg, Pa.",Dinn/PTCSchmeck,1985,2010,Wood,Sit Down,Operating,6/15/1985,Elysburg,Pennsylvania,United States,"Philadelphia Toboggan Coasters, Inc.","3,200.00",78.00,45.00,0.00,"['Tunnel', 'Chain Lift Hill']",72.00,2:00,,,,,,,,,,
4,Boulder Dash,Lake Compounce,"Bristol, Conn.",CCI,2000,2010,Wood,Sit Down,Operating,5/21/2000,Bristol,Connecticut,United States,"Custom Coasters International, Inc.","4,725.00",,60.00,0.00,,115.00,2:30,,,,,,,,,,
5,Thunderhead,Dollywood,"Pigeon Forge, Tenn.",GCII,2004,2010,Wood,Sit Down,Operating,4/3/2004,Pigeon Forge,Tennessee,United States,Great Coasters International,"3,230.00",100.40,53.70,0.00,['Chain Lift Hill'],100.00,,,,,,,,,,,
6,Ravine Flyer II,Waldameer,"Erie, Pa.",Gravity Group,2008,2010,Wood,Sit Down,Operating,5/17/2008,Erie,Pennsylvania,United States,,"2,900.00",80.00,57.00,0.00,['Chain Lift Hill'],118.00,1:30,,60,,,,,,,,
12,Prowler,Worlds of Fun,"Kansas City, Mo.",GCII,2009,2010,Wood,Sit Down,Operating,5/2/2009,Kansas City,Missouri,United States,Great Coasters International,"3,074.00",102.30,51.20,0.00,['Chain Lift Hill'],84.90,2:30,,,,,,,,,,
14,Thunderbolt,Kennywood,"West Mifflin, Pa.",Vettel/Miller,1968,2010,Wood,Sit Down,Operating,5/4/1924,West Mifflin,Pennsylvania,United States,,"3,250.00",70.00,55.00,0.00,['Chain Lift Hill'],90.00,1:41,,,,,,,,,,
16,Kentucky Rumbler,Beech Bend,"Bowling Green, Ky.",GCII,2006,2010,Wood,Sit Down,Operating,5/6/2006,Bowling Green,Kentucky,United States,Great Coasters International,"2,827.00",96.00,47.30,0.00,['Chain Lift Hill'],80.20,,,,,,,,,,,
20,Jack Rabbit,Kennywood,"West Mifflin, Pa.",PTC – Miller,1921,2010,Wood,Sit Down,Operating,1920,West Mifflin,Pennsylvania,United States,,"2,132.00",40.00,45.00,0.00,"['Chain Lift Hill', 'Double Dip']",70.00,1:36,,45,,,,,,,,
21,Balder,Liseberg,"Stockholm, Sweden",Intamin,2003,2010,Wood,Sit Down,Operating,4/12/2003,Gothenburg,Västra Götaland,Sweden,Intamin Amusement Rides,"3,510.50",118.10,55.90,0.00,"['Chain Lift Hill', 'Tunnel', 'Tunnel']",,2:08,,70,,,,,,,,
22,Giant Dipper,Santa Cruz Beach Boardwalk,"Santa Cruz, Calif.",Prior & Church/Looff,1924,2010,Wood,Sit Down,Operating,5/17/1924,Santa Cruz,California,United States,,"2,640.00",70.00,55.00,0.00,,65.00,1:52,,,,,,,,,,
29,Cornball Express,Indiana Beach,"Monticello, Ind.",CCI,2001,2010,Wood,Sit Down,Operating,5/18/2001,Monticello,Indiana,United States,"Custom Coasters International, Inc.","2,100.00",55.00,45.00,0.00,,,,,,,,,,,,,
32,Twister,Knoebels Amusement Resort,"Elysburg, Pa.",Fetterman/Knoebels,1999,2010,Wood,Sit Down,Operating,7/24/1999,Elysburg,Pennsylvania,United States,,"3,900.00",101.60,51.50,0.00,"['Chain Lift Hill', 'Chain Lift Hill']",89.60,2:10,,,,,,,,,,
34,Viper,Six Flags Great America,"Gurnee, Ill.",Starkey/Six Flags,1995,2010,Wood,Sit Down,Operating,4/29/1995,Gurnee,Illinois,United States,,"3,458.00",100.00,50.00,0.00,['Chain Lift Hill'],80.00,1:45,,53,,,,,,,,
35,Racer,Kennywood,"West Mifflin, Pa.",PTCMiller,1927,2010,Wood,Sit Down,Operating,1927,West Mifflin,Pennsylvania,United States,,"4,500.00",72.50,40.00,0.00,"['Chain Lift Hill', 'Chain Lift Hill']",50.00,1:32,,,,,,,,,,
35,Racer,Kennywood,"West Mifflin, Pa.",PTCMiller,1927,2010,Wood,Sit Down,Removed,1910,West Mifflin,Pennsylvania,United States,,,,,0.00,,,,,,,,,,,,,
36,T Express,Everland,"Yonginsi, South Korea",Intamin,2008,2010,Wood,Sit Down,Operating,3/14/2008,Yongin-si,Gyeonggi-do,South Korea,Intamin Amusement Rides,"5,383.80",183.80,64.60,0.00,['Cable Lift Hill'],150.90,,,77,,,,,,,,
37,Thunderbird,PowerPark,"Alaharma, Finland",GCII,2006,2010,Wood,Sit Down,Operating,4/29/2006,Kauhava,Southern Ostrobothnia,Finland,Great Coasters International,"2,713.00",82.00,48.00,0.00,['Chain Lift Hill'],80.00,1:33,,,,,,,,,,
38,Boardwalk Bullet,Kemah Boardwalk,"Kemah, Texas",M&V/Gravity Group,2007,2010,Wood,Sit Down,Operating,8/31/2007,Kemah,Texas,United States,Martin & Vleminckx,"3,236.00",96.00,51.00,0.00,,92.00,,,56,,,,,,,,
41,Troy,Toverland,"Sevenum, The Netherlands",GCII,2007,2010,Wood,Sit Down,Operating,6/29/2007,Sevenum,Limburg,Netherlands,Great Coasters International,"3,534.00",104.50,54.00,0.00,['Chain Lift Hill'],100.70,1:50,2.4,,,,,,,,,
42,Aska,Nara Dreamland,"Nara, Japan",Intamin,1998,2010,Wood,Sit Down,Removed,1998,Nara,Nara,Japan,Intamin Amusement Rides,"3,547.90",98.40,49.70,0.00,['Chain Lift Hill'],,1:45,2.8,50,,,,,,,,
42,Renegade,Valleyfair!,"Shakopee, Minn.",GCII,2007,2010,Wood,Sit Down,Operating,5/12/2007,Shakopee,Minnesota,United States,Great Coasters International,"3,113.00",97.50,51.30,0.00,['Chain Lift Hill'],91.40,2:00,,,,,,,,,,
45,Grizzly,Kings Dominion,"Doswell, Va.",KECOSummers,1982,2010,Wood,Sit Down,Operating,3/27/1982,Doswell,Virginia,United States,,"3,150.00",87.00,,0.00,['Chain Lift Hill'],,2:30,,,,,,,,,,
47,Blue Streak,Cedar Point,"Sandusky, Ohio",PTCHoover,1964,2010,Wood,Sit Down,Operating,5/23/1964,Sandusky,Ohio,United States,"Philadelphia Toboggan Coasters, Inc.","2,558.00",78.00,40.00,0.00,['Chain Lift Hill'],72.00,1:45,,45,,,,,,,,
47,Georgia Cyclone,Six Flags Over Georgia,"Atlanta, Ga.",DinnSummers,1990,2010,Wood,Sit Down,Removed,Mar-90,Austell,Georgia,United States,Dinn Corporation,"2,970.00",95.00,50.00,0.00,['Chain Lift Hill'],78.50,1:48,,53,,,,,,,,
49,Giant Dipper,Belmont Park,"San Diego, Calif.",Prior & Church,1925,2010,Wood,Sit Down,Operating,7/4/1925,San Diego,California,United States,,"2,600.00",73.00,55.00,0.00,,,,,,,,,,,,,
